Rank,Name,Pos,Team,Region,Seed,Games,Points,Rebs,Asts,Stls,Turns,Blocks,Per Gm Prj,Prj Scr,ADP,Sal
228,Sean Jones,G,MARQ,East,2,31,3.81,0.84,1.1,0.52,0.87,0,3.81,15.23,1000,0
229,Noah Carter,F,MIZZ,South,7,32,9.47,3.94,1.72,0.56,1.22,0.41,9.47,15.15,239.5,0
230,Ante Brzovic,F,COFC,South,12,34,11.62,5.88,0.94,0.71,1.32,0.53,11.62,15.1,210.71,0
231,Nelly Junior Joseph,F,IONA,West,13,34,15.06,9.44,1.15,1.24,1.91,1.53,15.06,15.06,144.12,0
232,Patrick McCaffery,F,IOWA,Midwest,8,26,10.04,3.54,1,0.85,1,0.35,10.04,15.06,208.5,0
233,Allen Flanigan,G,AUB,Midwest,9,32,10.06,4.69,1.38,0.84,1.84,0.25,10.06,15.09,229,0
234,Nick Pringle,F,ALA,South,1,33,3,2.73,0.21,0.24,0.45,0.45,3,15,175,0
235,Tosan Evbuomwan,F,PRIN,South,15,29,14.97,6.17,4.83,0.76,3.1,0.55,14.97,14.97,174,0
236,Tajion Jones,G,UNC-ASH,West,15,34,15,5.18,1.21,0.97,1.06,0.41,15,15,197,0
237,Payton Sandfort,G,IOWA,Midwest,8,32,9.97,4,1.41,0.59,0.69,0.22,9.97,14.95,196.5,0
238,Coleman Hawkins,F,ILL,West,9,32,9.88,6.34,3.03,1.03,2.34,1.19,9.88,14.81,218,0
239,Henry Coleman,F,TXAM,Midwest,7,34,9.24,5.71,0.94,0.88,1.56,0.12,9.24,14.78,192.8,0
240,Julius Marble,F,TXAM,Midwest,7,34,9.18,4.21,0.38,0.44,1.06,0.41,9.18,14.68,216.14,0
241,Malik Hall,F,MSU,East,7,20,9.15,4.15,1.2,0.35,1.4,0.35,9.15,14.64,198.4,0
242,Dexter Dennis,G,TXAM,Midwest,7,33,9.18,5.7,1.24,0.79,0.97,0.61,9.18,14.69,168.14,0
243,Chris Youngblood,G,KENN,Midwest,14,34,14.68,4.76,1.85,1.06,1.29,0.38,14.68,14.68,171.55,0
244,Uros Plavsic,F,TENN,East,4,31,4.87,3.42,0.74,0.42,0.81,0.32,4.87,14.61,1000,0
245,JaKobe Coles,F,TCU,West,6,33,8.58,3.88,1.15,0.64,0.67,0.64,8.58,14.58,209.17,0
246,Jayden Epps,G,ILL,West,9,30,9.73,1.87,1.53,0.63,1.3,0.2,9.73,14.6,1000,0
247,Dain Dainja,F,ILL,West,9,32,9.69,5.53,0.53,0.78,1.5,1.16,9.69,14.53,1000,0
248,Reggie Chaney,F,HOU,Midwest,1,32,2.91,2.69,0.38,0.72,0.56,0.38,2.91,14.53,183.83,0
249,Lamont Butler,G,SDSU,South,5,33,8.55,2.58,3.21,1.52,2,0.06,8.55,14.53,236.43,0
250,Jonas Aidoo,F,TENN,East,4,32,4.81,4.84,0.94,0.47,0.75,1.19,4.81,14.44,176.83,0
251,Sean Bairstow,G,UTAH-ST,South,10,34,10.35,5.15,2.62,0.44,1.41,0.21,10.35,14.49,1000,0
252,Isaac Mushila,F,AMCC,South,16,33,14.42,9.67,1.21,1.42,1.73,0.09,14.42,14.42,138.92,0
253,Noah Locke,G,PROV,East,11,32,11.09,2.34,0.94,0.44,0.94,0.03,11.09,14.42,1000,0
254,Osun Osunniyi,C,ISU,Midwest,6,32,8.47,4,1.06,0.41,1.25,1.06,8.47,14.4,1000,0
255,Nahiem Alleyne,G,CONN,West,4,33,4.79,1.18,0.82,0.45,0.67,0.06,4.79,14.36,1000,0
256,Nelly Cummings,G,PITT,Midwest,11,33,11.03,2.58,4.82,0.73,2.15,0.03,11.03,14.34,173,0
257,Grant Singleton,G,FDU,East,16,33,14.33,3.58,3.33,1.88,1.21,0.09,14.33,14.33,1000,0
258,Naje Smith,F,BSU,West,10,33,10.12,5.48,1.27,0.67,1.64,1.03,10.12,14.17,1000,0
259,Joe Toussaint,G,WVA,South,9,33,9.45,2.82,2.67,0.85,1.58,0.03,9.45,14.18,1000,0
260,Miles Norris,F,UC-SB,South,14,34,14.09,6.15,1.21,1.03,1.09,0.79,14.09,14.09,194.2,0
261,Desmond Claude,G,XAV,Midwest,3,32,4.72,2.53,1.84,0.88,1.38,0.13,4.72,14.16,1000,0
262,Reyne Smith,G,COFC,South,12,34,10.88,2.09,1.38,0.74,0.62,0.03,10.88,14.15,229.6,0
263,Wooga Poplar,G,MIA,Midwest,5,32,8.25,3.25,1.5,1.16,1.13,0.25,8.25,14.03,217.33,0
264,Dale Bonner,G,BAY,South,3,27,4.67,1.19,2.78,1.44,1.26,0.11,4.67,14,1000,0
265,Ansley Almonor,F,FDU,East,16,33,13.88,4.67,1.45,0.55,1.61,0.7,13.88,13.88,1000,0
266,Tucker Richardson,G,COLG,Midwest,15,34,13.88,5.21,5.76,2.09,2.44,0.29,13.88,13.88,194.33,0
267,Pat Robinson,G,COFC,South,12,34,10.65,3.18,1,0.82,0.91,0.09,10.65,13.84,1000,0
268,Dariq Whitehead,F,DUKE,East,5,26,8.08,2.35,1.04,0.77,1.38,0.15,8.08,13.73,148.44,0
269,Ryan Larson,G,COFC,South,12,34,10.59,3.26,4.09,1.59,2.03,0.12,10.59,13.76,1000,0
270,Davon Barnes,F,TXSO,East,16,32,13.63,4.38,1.94,0.84,2.34,0.19,13.63,13.63,180.17,0
271,Reese Dixon-Waters,G,USC,East,10,28,9.75,3.18,1.11,0.75,1.93,0.43,9.75,13.65,235.8,0
272,Jahmai Mashack,G,TENN,East,4,33,4.55,2.42,1.52,1.42,1.21,0.3,4.55,13.64,1000,0
273,Ty Berry,G,NW,West,7,32,8.5,4.72,1.16,1.44,0.84,0.16,8.5,13.6,1000,0
274,Nick Boyd,G,FLA-ATL,East,9,33,9.06,4.12,2.45,0.85,1.06,0.03,9.06,13.59,1000,0
275,Jaedon LeDee,F,SDSU,South,5,33,7.94,5.12,1,0.48,1,0.33,7.94,13.5,1000,0
276,Greg Elliott,G,PITT,Midwest,11,33,10.42,3.79,1.21,0.73,0.85,0.18,10.42,13.55,1000,0
277,Terrell Burden,G,KENN,Midwest,14,34,13.47,3.12,4.18,1.68,2.85,0.35,13.47,13.47,207.4,0
278,Dylan Penn,G,VERM,East,15,33,13.45,3.12,2.15,0.73,1.58,0.27,13.45,13.45,1000,0
279,Michael Forrest,G,FLA-ATL,East,9,32,8.94,2.44,1.75,0.66,1.13,0.09,8.94,13.41,1000,0
280,Hunter Sallis,G,GONZ,West,3,33,4.45,2.15,1.42,0.67,0.7,0.21,4.45,13.36,1000,0
281,Terrion Murdix,G,AMCC,South,16,31,13.35,4.32,5.42,2.29,2.19,0.19,13.35,13.35,1000,0
282,"Josh Ojianwuna	",F,BAY,South,3,27,4.41,3.52,0.26,0.37,0.63,0.37,4.41,13.22,1000,0
283,K.D. Johnson,G,AUB,Midwest,9,31,8.84,1.94,1.32,1.13,1.52,0.03,8.84,13.26,1000,0
284,Keshad Johnson,F,SDSU,South,5,33,7.73,5.12,0.61,0.48,0.85,0.48,7.73,13.14,1000,0
285,Greg Williams,G,LA,East,13,33,13.18,3.45,1.33,1.12,1,0.52,13.18,13.18,205.33,0
286,Jordan Geronimo,F,IND,Midwest,4,26,4.35,2.5,0.31,0.5,0.65,0.88,4.35,13.04,1000,0
287,Keegan Records,F,COLG,Midwest,15,34,13,6,1.35,0.56,1,1.24,13,13,1000,0
288,Jalen DeLoach,F,VCU,West,12,33,10,7.03,1.06,1.09,1.88,1.39,10,13,1000,0
289,Jubrile Belo,F,MTST,East,14,34,13,6.09,0.97,0.68,2.32,0.97,13,13,1000,0
290,Jared Bynum,G,PROV,East,11,28,10,2.46,4.29,0.86,1.68,0.14,10,13,1000,0
291,Micah Parrish,G,SDSU,South,5,33,7.64,3.36,0.67,0.79,1.03,0.3,7.64,12.98,1000,0
292,Malique Jacobs,G,KENT-ST,Midwest,13,33,12.97,5.21,3.61,2.7,2.73,0.85,12.97,12.97,184.22,0
293,Elijah Hawkins,G,HOW,West,16,30,12.97,3.7,5.9,1.7,3.93,0,12.97,12.97,1000,0
294,Gabe McGlothan,F,GCU,West,14,35,12.83,7.74,0.89,0.6,1.71,0.63,12.83,12.83,1000,0
295,Chuck O'Bannon,F,TCU,West,6,33,7.55,3.36,1,0.85,0.64,0.97,7.55,12.83,1000,0
296,Dylan Andrews,G,UCLA,West,2,33,3.21,1.03,1,0.3,0.52,0.03,3.21,12.85,1000,0
297,Nick Honor,G,MIZZ,South,7,33,8.03,1.64,2.94,1.48,0.94,0,8.03,12.85,1000,0
298,Frankie Collins,G,ASU,West,11,33,9.88,4.21,4.42,1.36,2.18,0.24,9.88,12.84,242.67,0
299,Aljaz Kunc,F,ISU,Midwest,6,22,7.45,4.18,1.36,1,0.91,0.27,7.45,12.67,1000,0
300,Tre White,G,USC,East,10,32,9.13,5.13,1.06,0.47,1.19,0.25,9.13,12.78,1000,0
301,Devan Cambridge,G,ASU,West,11,34,9.82,5.53,0.85,0.65,1.44,0.82,9.82,12.77,1000,0
302,PJ Henry,G,TXSO,East,16,27,12.74,1.89,2.07,1.3,2.07,0,12.74,12.74,1000,0
303,John Walker,F,TXSO,East,16,34,12.62,4.24,1.35,0.56,1.71,1.03,12.62,12.62,1000,0
304,Kobe Johnson,G,USC,East,10,32,9.03,4.91,2.53,2.22,1.75,0.44,9.03,12.64,1000,0
305,Jamir Watkins,F,VCU,West,12,34,9.62,5.41,1.44,1.18,1.79,0.68,9.62,12.5,1000,0
306,Robbie Beran,F,NW,West,7,32,7.78,4.69,0.66,0.56,0.63,0.75,7.78,12.45,1000,0
307,Tamin Lipsey,G,ISU,Midwest,6,32,7.38,3.78,4.53,2.19,2.53,0.09,7.38,12.54,1000,0
308,Camren Wynter,G,PSU,Midwest,10,35,8.94,2.89,2,0.49,1.31,0.03,8.94,12.52,1000,0
309,Ernest Udeh,C,KANS,West,1,28,2.46,1.86,0.32,0.71,0.5,0.57,2.46,12.32,1000,0
310,Shakeel Moore,G,MISS-ST,Midwest,11,31,9.61,2.97,2.19,1.71,1.94,0.29,9.61,12.5,190.2,0
311,Garrett Sturtz,G,DRAKE,Midwest,12,34,9.5,6.26,1.09,1,0.97,0.21,9.5,12.35,1000,0
312,Micah Peavy,G,TCU,West,6,28,7.25,3.14,1.25,1.07,1.11,0.75,7.25,12.33,1000,0
313,Brooks Barnhizer,G,NW,West,7,32,7.69,4.91,1.09,0.75,0.88,0.38,7.69,12.3,1000,0
314,Oliver Lynch-Daniels,G,COLG,Midwest,15,31,12.26,3.52,2.16,0.84,1.39,0.1,12.26,12.26,1000,0
315,Ryan Langborg,G,PRIN,South,15,29,12.1,3.03,1.59,0.69,1.59,0.55,12.1,12.1,1000,0
316,Warren Washington,F,ASU,West,11,32,9.19,6.88,1.47,0.53,1.47,1.72,9.19,11.94,1000,0
317,Jack Clark,G,NCST,South,11,22,9.27,6.73,1.59,1.73,0.5,0.41,9.27,12.05,1000,0
318,Jayden Nunn,G,VCU,West,12,34,9.26,2.38,1.56,1.5,1.12,0.56,9.26,12.04,1000,0
319,JP Pegues,G,FUR,South,13,34,12.03,3.79,4,0.59,1.76,0.18,12.03,12.03,1000,0
320,Carlos Jurgens,G,ORAL,East,12,34,9.21,4.09,2.35,0.82,1.26,0.35,9.21,11.97,1000,0
321,Finn Sullivan,G,VERM,East,15,31,11.9,4.94,2.32,1.16,1.48,0.81,11.9,11.9,1000,0
322,Ben Burnham,F,COFC,South,12,34,9,3.65,0.56,0.32,1,0.35,9,11.7,1000,0
323,Braeden Smith,G,COLG,Midwest,15,34,11.76,3.85,4.53,1.26,2,0.06,11.76,11.76,1000,0
324,Sam Vinson,G,NKU,Midwest,16,31,11.71,4.19,2.9,2.35,1.77,0.23,11.71,11.71,1000,0
325,Sean East,G,MIZZ,South,7,33,7.27,2.03,2.64,1.33,1.52,0.03,7.27,11.64,1000,0
326,Aaron Deloney,G,VERM,East,15,33,11.64,2.33,1.88,0.67,0.88,0,11.64,11.64,1000,0
327,Abayomi Iyiola,C,KSU,East,3,27,3.78,3.11,0.37,0.3,0.89,0.41,3.78,11.33,1000,0
328,Darnell Brodie,F,DRAKE,Midwest,12,34,8.82,7.26,1.06,0.24,1.65,0.97,8.82,11.47,1000,0
329,Ryan Young,C,DUKE,East,5,34,6.65,5.79,1.41,0.26,1.18,0.5,6.65,11.3,178.09,0
330,D.J. Jeffries,F,MISS-ST,Midwest,11,33,8.82,6.24,1.79,1.18,1.48,0.39,8.82,11.46,1000,0
331,Dusan Mahorcic,F,NCST,South,11,10,8.7,6.6,1.2,0.6,1.2,0.7,8.7,11.31,1000,0
332,Elijah McCadden,G,MEMP,East,8,34,7.59,4.15,1.44,0.44,1.44,0.32,7.59,11.38,184.14,0
333,Demond Robinson,F,KENN,Midwest,14,34,11.06,5.76,0.79,0.79,1.15,0.91,11.06,11.06,1000,0
334,Bobby Pettiford,G,KANS,West,1,30,2.23,1.2,1.4,0.2,1.13,0.03,2.23,11.17,1000,0
335,Steve Settle,F,HOW,West,16,31,11,5.74,1.13,1.13,2.06,0.94,11,11,1000,0
336,Kareem Thompson,G,ORAL,East,12,34,8.56,5.71,3.06,1.32,1.56,0.18,8.56,11.13,1000,0
337,Terence Lewis,F,LA,East,13,33,10.97,7.55,1,0.85,0.85,0.21,10.97,10.97,1000,0
338,MJ Rice,G,KANS,West,1,23,2.22,1.04,0.17,0.3,0.52,0.09,2.22,11.09,1000,0
339,Ben Gold,F,MARQ,East,2,34,2.74,1.06,0.21,0.32,0.41,0.53,2.74,10.94,1000,0
340,Adam Seiko,G,SDSU,South,5,31,6.52,1.45,0.74,0.35,0.68,0.03,6.52,11.08,1000,0
341,Matt Allocco,G,PRIN,South,15,29,11.03,4.93,2.07,0.76,1.34,0.21,11.03,11.03,1000,0
342,Dashawn Davis,G,MISS-ST,Midwest,11,30,8.47,1.97,3.47,1.73,1.8,0.03,8.47,11.01,1000,0
343,Don Carey,G,MD,South,8,33,7.33,1.94,1.12,0.45,0.97,0.06,7.33,11,1000,0
344,Nike Sibande,G,PITT,Midwest,11,33,8.45,3.91,1.24,0.55,0.97,0.24,8.45,10.99,1000,0
345,CJ Fredrick,G,KY,East,6,25,6.44,0.8,1.6,0.56,0.56,0,6.44,10.95,1000,0
346,Shy Odom,F,HOW,West,16,30,10.8,4.47,1.37,0.87,1.77,0.53,10.8,10.8,1000,0
347,Joirdon Karl Nicholas,F,TXSO,East,16,29,10.72,8.9,1.52,0.86,2.17,0.97,10.72,10.72,1000,0
348,Makhi Mitchell,F,ARK,West,8,33,7.12,5.55,1.15,0.85,0.91,1.39,7.12,10.68,1000,0
349,Miryne Thomas,F,KENT-ST,Midwest,13,34,10.68,5.47,0.79,1.26,1.21,0.62,10.68,10.68,1000,0
350,Jordan Walsh,G,ARK,West,8,33,7.18,4.06,0.97,1.03,1,0.52,7.18,10.77,1000,0
351,Nathan Mensah,F,SDSU,South,5,33,6.24,5.85,0.61,0.7,1.06,1.52,6.24,10.61,1000,0
352,Chance McMillian,G,GCU,West,14,35,10.74,3.11,2.06,0.71,1.6,0.14,10.74,10.74,1000,0
353,D.J. Wilkins,G,DRAKE,Midwest,12,34,8.24,2,1.56,0.56,1.03,0.09,8.24,10.71,1000,0
354,Bryan Greenlee,G,FLA-ATL,East,9,34,7.12,2.5,2.21,0.85,1.68,0.09,7.12,10.68,1000,0
355,Ryan Moffatt,F,COLG,Midwest,15,32,10.53,4.19,1.81,1.5,0.72,0.09,10.53,10.53,1000,0
356,Chris Livingston,F,KY,East,6,32,6.19,4.03,0.69,0.44,0.88,0.31,6.19,10.52,1000,0
357,Marcus Foster,G,FUR,South,13,34,10.62,5.18,1.09,1.12,1.06,0.21,10.62,10.62,1000,0
358,Shahada Wells,G,TCU,West,6,33,6.24,2.27,2.48,1.18,1.15,0.18,6.24,10.61,1000,0
359,Tobe Awaka,F,TENN,East,4,31,3.48,3.94,0.29,0.19,0.39,0.32,3.48,10.45,1000,0
360,Skyy Clark,G,ILL,West,9,13,7,3.69,2.08,0.54,2.08,0.15,7,10.5,1000,0
361,Patrick Mwamba,F,ORAL,East,12,33,7.88,5.45,0.64,0.97,1,0.58,7.88,10.24,1000,0
362,Joe Munden,G,FDU,East,16,27,10.37,4.93,1.07,0.78,1.48,0.15,10.37,10.37,1000,0
363,Israel Barnes,G,SE-MO,South,16,27,10.33,3.15,1.33,0.7,0.85,0.3,10.33,10.33,1000,0
364,Alex Lomax,G,MEMP,East,8,23,6.87,3.17,3.26,2.39,1.91,0.09,6.87,10.3,1000,0
365,Great Osobor,F,MTST,East,14,33,10.03,4.48,0.97,0.61,2.09,0.82,10.03,10.03,1000,0
366,Henri Veesaar,F,ARIZ,South,2,28,2.5,1.46,0.54,0.14,0.43,0.43,2.5,10,1000,0
367,Tre King,F,ISU,Midwest,6,22,5.86,4.09,0.18,0.91,0.86,0.18,5.86,9.97,1000,0
368,Robert Jones,F,ISU,Midwest,6,32,5.84,3.75,0.88,0.69,1.41,0.38,5.84,9.93,1000,0
369,Matthew Nicholson,C,NW,West,7,32,6.03,5.47,1.28,0.63,0.88,1.25,6.03,9.65,1000,0
370,Darrion Williams,F,NEV,West,11,32,7.59,7.34,2.78,1.47,0.91,0.34,7.59,9.87,1000,0
371,Adama Bal,G,ARIZ,South,2,26,2.46,1,0.54,0.27,0.5,0.04,2.46,9.85,1000,0
372,Langston Love,G,BAY,South,3,29,6.55,2.24,0.79,0.41,0.66,0.14,3.28,9.83,1000,0
373,Dom Welch,G,ALA,South,1,19,1.95,1.58,0.26,0.16,0.47,0.26,1.95,9.74,1000,0
374,Ross Williams,G,AMCC,South,16,32,9.72,2.09,1.28,0.84,0.81,0,9.72,9.72,1000,0
375,Josh Pierre-Louis,G,UC-SB,South,14,31,9.68,4.03,2.45,1.29,2.06,0.19,9.68,9.68,1000,0
376,Connor McCaffery,G,IOWA,Midwest,8,31,6.45,3.97,3.68,1.35,0.94,0,6.45,9.68,1000,0
377,Dereck Lively,C,DUKE,East,5,32,5.41,5.03,1.09,0.53,0.66,2.31,5.41,9.19,139.09,0
378,Andre Kelly,F,UC-SB,South,14,33,9.45,6.45,0.91,0.55,1.27,0.76,9.45,9.45,1000,0
379,Fede Federiko,C,PITT,Midwest,11,33,7,5.64,0.52,0.42,0.88,1.73,7,9.1,1000,0
380,Marcus Dockery,G,HOW,West,16,30,9.57,2.4,1,0.67,1,0.07,9.57,9.57,1000,0
381,Joshua Morgan,F,USC,East,10,28,6.71,5.18,0.5,0.5,1.14,2.25,6.71,9.4,1000,0
382,Augustas Marciulionis,G,SMC,West,5,33,5.61,1.18,1.55,0.58,1,0.15,5.61,9.53,1000,0
383,Nick Davidson,F,NEV,West,11,32,7.09,4.09,0.41,0.44,0.84,0.5,7.09,9.22,1000,0
384,Brandon Stroud,G,KENN,Midwest,14,34,9.38,6.53,1.65,1.41,1.44,0.24,9.38,9.38,1000,0
385,Themus Fulks,G,LA,East,13,33,9.36,2.94,5.88,0.97,3.06,0.03,9.36,9.36,1000,0
386,Ahron Ulis,G,IOWA,Midwest,8,31,6.23,1.61,2.16,0.55,1.1,0.13,6.23,9.34,1000,0
387,Sardaar Calhoun,G,DRAKE,Midwest,12,31,7.16,2.06,0.32,0.48,0.97,0.23,7.16,9.31,1000,0
388,Jelani Williams,G,HOW,West,16,34,9.24,4.44,2.15,1.24,1.97,0.06,9.24,9.24,1000,0
389,Bensley Joseph,G,MIA,Midwest,5,32,5.41,2.13,2.03,0.59,1.25,0.34,5.41,9.19,1000,0
390,Cameron Matthews,G,MISS-ST,Midwest,11,33,7.06,5.58,2.3,1.52,1.7,0.64,7.06,9.18,1000,0
391,Caleb Lohner,F,BAY,South,3,32,3,3.47,0.31,0.56,0.91,0.03,3,9,1000,0
392,Kyle Bowen,F,SMC,West,5,33,5.27,7.21,1.76,1.24,0.67,0.88,5.27,8.96,1000,0
393,Darius Brown,G,MTST,East,14,33,9.06,4.45,4.79,1.82,1.52,0.03,9.06,9.06,1000,0
394,Matt Veretto,F,VERM,East,15,33,8.85,3.03,0.82,0.61,0.3,0.52,8.85,8.85,1000,0
395,Jordan Wood,F,HOW,West,16,34,8.79,3.74,0.74,0.53,1.21,0.56,8.79,8.79,1000,0
396,Tykei Greene,G,KSU,East,3,29,2.97,2.1,0.31,0.41,0.41,0.14,2.97,8.9,1000,0
397,RJ Melendez,G,ILL,West,9,31,5.87,3.42,0.81,0.68,0.97,0.45,5.87,8.81,1000,0
398,Malcolm Dandridge,F,MEMP,East,8,19,5.74,3.53,0.42,0.63,1.26,0.89,5.74,8.61,1000,0
399,Trevin Dorius,C,UTAH-ST,South,10,34,5.88,4,0.26,0.44,0.94,1,5.88,8.24,1000,0
400,Manny Obaseki,G,TXAM,Midwest,7,19,5.47,1.47,1,0.37,1.37,0.16,5.47,8.76,1000,0
401,Ian Martinez,G,MD,South,8,33,5.79,2.55,0.58,0.39,0.88,0.27,5.79,8.68,1000,0
402,Mady Sissoko,C,MSU,East,7,31,5.03,6.1,0.58,0.23,1.29,0.77,5.03,8.05,1000,0
403,Giancarlo Rosado,F,FLA-ATL,East,9,34,5.62,3.65,1.38,0.41,1.03,0.44,5.62,8.43,1000,0
404,Jalen Sullinger,G,KENT-ST,Midwest,13,34,8.59,1.35,0.74,0.53,0.71,0.09,8.59,8.59,1000,0
405,Trevon Faulkner,G,NKU,Midwest,16,34,8.59,2.76,0.88,1,0.94,0.09,8.59,8.59,1000,0
406,Caden Pierce,F,PRIN,South,15,29,8.34,7.1,1.21,0.72,0.9,0.59,8.34,8.34,1000,0
407,DeShang Weaver,F,ORAL,East,12,34,6.38,2.15,0.15,0.44,0.18,0.65,6.38,8.3,1000,0
408,Jalen Graham,F,ARK,West,8,28,5.5,2.32,0.5,0.39,1.25,0.46,5.5,8.25,1000,0
409,David Shriver,G,VCU,West,12,34,6.47,2.29,0.56,0.38,0.62,0.29,6.47,8.41,1000,0
410,Keeshawn Kellman,F,PRIN,South,15,29,8.03,4.55,0.48,0.1,1.62,0.79,8.03,8.03,1000,0
411,Garrett Hien,F,FUR,South,13,32,8.03,4.06,1.66,0.72,0.94,0.44,8.03,8.03,1000,0
412,Nick McMullen,F,UNC-ASH,West,15,34,8.03,5.65,0.62,0.47,1.56,0.5,8.03,8.03,1000,0
413,Fletcher Abee,G,UNC-ASH,West,15,31,8.13,1.94,1,0.81,0.74,0.13,8.13,8.13,1000,0
414,Tre Coleman,F,NEV,West,11,32,6.03,3.09,2.59,1.03,0.84,0.97,6.03,7.84,1000,0
415,Jayden Hardaway,G,MEMP,East,8,28,5.32,1,0.57,0.43,0.5,0.14,5.32,7.98,1000,0
416,Zytarious Mortle,G,TXSO,East,16,34,7.94,3.68,0.85,1.35,1.79,0.26,7.94,7.94,1000,0
417,Xavier Cork,F,TCU,West,6,33,4.55,2.58,0.45,0.45,0.58,0.45,4.55,7.73,1000,0
418,Colby Brooks,G,GONZ,West,3,8,2.63,1,0,0.25,0.38,0,2.63,7.88,1000,0
419,Aguek Arop,F,SDSU,South,5,31,4.52,2.84,0.81,0.65,0.77,0.61,4.52,7.68,1000,0
420,Heru Bligen,G,FDU,East,16,25,7.84,3.64,0.64,0.76,0.8,0.2,7.84,7.84,1000,0
421,Ryan Dunn,G,UVA,South,4,30,2.6,2.9,0.27,0.4,0.47,1.07,2.6,7.8,1000,0
422,Berrick JeanLouis,G,IONA,West,13,31,7.77,4.23,2,1,0.94,1.06,7.77,7.77,1000,0
423,Josh Earley,F,SE-MO,South,16,31,7.58,5,0.06,0.13,0.94,0.23,7.58,7.58,1000,0
424,Robin Duncan,G,VERM,East,15,33,7.76,7.27,4.36,0.91,1.39,0.39,7.76,7.76,1000,0
425,Damaria Franklin,G,MEMP,East,8,24,5.17,3.21,0.75,0.88,1.17,0.21,5.17,7.75,1000,0
426,Tre Gomillion,G,MIZZ,South,7,24,4.83,2.75,1.58,0.88,0.92,0.13,4.83,7.73,1000,0
427,Noah Baumann,F,GCU,West,14,35,7.54,3.51,0.69,0.34,0.69,0.17,7.54,7.54,1000,0
428,Chandler Lawson,F,MEMP,East,8,34,5,4.53,0.76,0.71,1,0.56,5,7.5,1000,0
429,Darius Miles,F,ALA,South,1,6,1.5,1.5,0.5,0.17,1.5,0.17,1.5,7.5,1000,0
430,Brandon Weatherspoon,G,FLA-ATL,East,9,34,5.12,2.03,0.74,0.47,0.32,0,5.12,7.68,1000,0
431,Xavier Rhodes,G,NKU,Midwest,16,33,7.67,2.27,3.67,1.97,1.82,0.24,7.67,7.67,1000,0
432,Ryan Elvin,G,HOU,Midwest,1,15,1.53,0.27,0,0.2,0,0,1.53,7.67,1000,0
433,Hassan Diarra,G,CONN,West,4,30,2.53,1.43,1.97,0.87,1.2,0.23,2.53,7.6,1000,0
434,Jimmy Bell,F,WVA,South,9,33,4.91,5.24,0.48,0.55,1.33,0.42,4.91,7.36,1000,0
435,Jacob Grandison,G,DUKE,East,5,34,4.44,2.09,1.38,0.41,0.53,0.06,4.44,7.55,1000,0
436,Aquan Smart,G,SE-MO,South,16,31,7.52,3.13,2.19,1.55,2.42,0.35,7.52,7.52,1000,0
437,Myles Dread,G,PSU,Midwest,10,35,5.34,2.03,0.86,0.49,0.4,0.11,5.34,7.48,1000,0
438,Cole Anderson,G,UC-SB,South,14,34,7.41,1.35,0.59,0.38,0.5,0.09,7.41,7.41,1000,0
439,Osborn Shema,F,IONA,West,13,33,7.21,4.79,1.61,0.67,1,1.27,7.21,7.21,1000,0
440,Raekwon Horton,F,COFC,South,12,33,5.52,3.27,1.12,0.7,1.33,0.15,5.52,7.17,1000,0
441,Kameron Gibson,G,VERM,East,15,32,7.31,1.59,0.72,0.53,0.31,0.09,7.31,7.31,1000,0
442,Calvin Wishart,G,UC-SB,South,14,34,7.29,2.94,2.88,1.06,1.41,0.09,7.29,7.29,1000,0
443,Jalen Gaffney,G,FLA-ATL,East,9,33,4.76,2.55,2.55,0.55,1,0,4.76,7.14,1000,0
444,Zach Clemence,F,KANS,West,1,18,1.39,1.39,0.11,0.11,0.39,0.33,1.39,6.94,1000,0
445,Jeff Woodward,F,COLG,Midwest,15,34,6.91,4.5,2.26,0.29,1.24,0.82,6.91,6.91,1000,0
446,Nate Johnson,C,SE-MO,South,16,35,6.46,3.6,0.6,0.29,0.91,0.89,6.46,6.46,1000,0
447,Cesare Edwards,F,XAV,Midwest,3,20,2.3,1.9,0.25,0.05,0.7,0.15,2.3,6.9,1000,0
448,Bryce Harris,G,HOW,West,16,33,7.06,3.55,0.58,0.45,0.94,0.61,7.06,7.06,1000,0
449,Jalen Jackson,G,AMCC,South,16,33,7.03,2.88,2.88,1.36,2.06,0.18,7.03,7.03,1000,0
450,Fredrick King,C,CREI,South,6,33,3.76,2.58,0.15,0.06,0.58,0.79,3.76,6.39,1000,0
451,Efton Reid,C,GONZ,West,3,25,2.12,1.04,0.08,0.12,0.56,0.08,2.12,6.36,1000,0
452,Chris Brandon,F,NKU,Midwest,16,34,6.76,9.79,0.76,1,1.12,0.71,6.76,6.76,1000,0
453,Trey Robinson,G,NKU,Midwest,16,33,6.91,3.7,1.58,0.97,1.3,0.36,6.91,6.91,1000,0
454,Nick Kern,G,VCU,West,12,34,5.29,2.71,0.82,0.68,0.91,0.24,5.29,6.88,1000,0
455,Kaleb Banks,F,IND,Midwest,4,22,2.23,0.95,0.36,0.18,0.41,0.05,2.23,6.68,1000,0
456,Zeb Jackson,G,VCU,West,12,34,5.26,1.47,1.76,0.91,1.24,0.15,5.26,6.84,1000,0
457,VonCameron Davis,F,KENT-ST,Midwest,13,33,6.64,3.45,0.36,0.76,1.03,0.15,6.64,6.64,1000,0
458,Sean Moore,F,FDU,East,16,33,6.64,4.45,0.97,1.36,1.12,0.33,6.64,6.64,1000,0
